序號	機構單位名稱	原始資料集	地址	電話	資料類別	wgs84aX	wgs84aY
867	佳味米粉湯	餐廳	新北市新莊區福海街17號	2203-5389	共食	121.4452067	25.03369008
868	千葉火鍋新莊中原店	餐廳	新北市新莊區中原路31號	8991-0207	共食	121.4588054	25.05425382
869	全國素食中誠店	餐廳	新北市新莊區中和路67號	8991-2200	共食	121.4506145	25.03586013
870	喵喵定食屋	餐廳	新北市新莊區中正路514巷51號	2903-9293	共食	121.4321511	25.03351097
871	鍋大郎精緻涮涮鍋	餐廳	新北市新莊區復興路一段205號	8992-5372	共食	121.4522132	25.04377347
872	遠豐綜合羹麵	餐廳	新北市新莊區新莊路315號二樓	0922-049-357	共食	121.4507672	25.03377258
873	海洋自助餐	餐廳	新北市新莊區新莊路315號二樓	0953-899-355	共食	121.4507672	25.03377258
874	欣欣自助餐	餐廳	新北市新莊區民本街11巷6號	0922-375-767	共食	121.4282118	25.02030942
875	阿蘭自助餐	餐廳	新北市新莊區新莊路315號二樓	0922-729-670	共食	121.4507672	25.03377258
876	阿萍素食	餐廳	新北市新莊區新莊路315號二樓	0937-409-890	共食	121.4507672	25.03377258
877	美麗角複合式早餐	餐廳	新北市新莊區福壽街171號	2992-3511	共食	121.4579309	25.05388872
878	上新莊厚切牛排、火鍋	餐廳	新北市新莊區復興路二段291號	2993-7357	共食	121.4488887	25.04392589
879	久代日本料理店	餐廳	新北市新莊區中華路一段45巷6號	2992-1658	共食	121.4518619	25.03830301
880	船老2日本料理	餐廳	新北市中華路一段132號	2991-8866	共食	121.4653487	25.01216836
881	滿煎炸熱炒	餐廳	新北市新莊區化成路644號	0939-346-555	共食	121.46617	25.05546239
882	和居園麵館	餐廳	新北市新莊區成德里八德街167號	2205-8571	共食	121.4233521	25.01915749
883	香港好吃燒臘快餐	餐廳	新北市新莊區中華路一段120號	8992-9522	共食	121.4526474	25.04063086
884	一品自助餐	餐廳	新北市新莊區天祥街89號	2906-6951	共食	121.4152663	25.02942722
885	維根素食餐坊	餐廳	新北市新莊區建興街44號	2997-7687	共食	121.4500763	25.03771237
886	廚媽媽精緻便當	餐廳	新北市新莊區福壽街10號	2992-3759	共食	121.4579657	25.04785586
887	黃金海岸活蝦之蝦	餐廳	新北市新莊區中原路241號	2277-7196	共食	121.4493576	25.05423027
888	香港京皇燒臘館	餐廳	新北市新莊區建興街37號	8991-9816	共食	121.4499939	25.03684368
889	溪仔邊烤肉飯	餐廳	新北市新莊區中華路一段100號	8994-2323	共食	121.4523846	25.0397335
890	布丁主義土魠魚羹	餐廳	新北市新莊區公園路138-1號	2993-8579	共食	121.4528368	25.04006535
891	大桶小吃部	餐廳	新北市新莊區新豐街30號	2203-2803	共食	121.4480207	25.0342595
892	周家中壢牛肉麵	餐廳	新北市新莊區中平路123號	8993-3416	共食	121.4447084	25.04678442
893	新莊方記上海小籠湯包	餐廳	新北市新莊區景德路387號	8201-0317	共食	121.4459695	25.03349192
894	鄉味老爹	餐廳	新北市新莊區新泰路2-6號	8992-6217	共食	121.449923	25.0329101
895	講談茶舍	餐廳	新北市新莊區中華路一段45巷1號一樓	2990-2743	共食	121.451948	25.03820003
896	新莊牛肉大王	餐廳	新北市新莊區新莊路178號	2994-3087	共食	121.4547481	25.03528657
897	小義大利	餐廳	新北市新莊區建中街73號	2994-3511	共食	121.4474857	25.03683017
898	小六子拉麵館	餐廳	新北市新莊區新豐街23號	2203-3983	共食	121.4481275	25.0341942
899	韓鶴樓韓國料理	餐廳	新北市新莊區幸福路817巷2號	8993-1787	共食	121.4456038	25.04881284
900	藍貓咖啡	餐廳	新北市新莊區富國路109巷1號一樓	8201-1048	共食	121.4236442	25.02523462
901	三隻小牛平價牛排	餐廳	新北市新莊區立信街12巷10號一樓	2277-3199	共食	121.4506145	25.03586013
902	京湛港式燒臘店	餐廳	新北市新莊區中平路43號	2277-7112	共食	121.4446823	25.04413847
903	太將鍋日式刷刷鍋	餐廳	新北市新莊區公園一路137號一樓	2992-9195	共食	121.4462292	25.03827693
904	中平四神湯	餐廳	新北市新莊區中平路82巷22號	2992-6485	共食	121.4457789	25.04478426
905	伍之筵和風洋食	餐廳	新北市新莊區新泰路5號	2203-3609	共食	121.449659	25.03241285
906	宏福海產店	餐廳	新北市新莊區景德路187號	2998-2089	共食	121.4500276	25.03427851
907	松品複合式餐飲	餐廳	新北市新莊區新泰路123巷4號	8993-2911	共食	121.4479128	25.03603225
908	珍品餐飲坊-北鴨鴨肉羹(新莊店)	餐廳	新北市新莊區復興路一段97號	2990-7599	共食	121.4488489	25.04300973
909	鄉野花園餐廳	餐廳	新北市新店區屈尺路261-3號	2666-5656	共食	121.5460074	24.92261464
910	巧山味餐廳	餐廳	新北市新店區屈尺路1號	2666-4256	共食	121.5492636	24.9229067
911	阿昌立正雞	餐廳	新北市新店區新烏路2段141-3號	2666-4718	共食	121.549409	24.92236383
912	火星人素食館	餐廳	新北市新店區玫瑰路58巷3號	2215-6300	共食	121.4953118	24.94652927
913	美美鍋貼店	餐廳	新北市新店區富貴街11巷15號	2210-1510	共食	121.4944301	24.94882443
914	咕咕G早午餐	餐廳	新北市新店區中正路645號1樓	8667-2957	共食	121.5338509	24.98970954
915	開喜海鮮餐廳	餐廳	新北市新店區北新路1段88巷1號	2915-2000	共食	121.5419276	24.96780538
916	我家廚房小吃店	餐廳	新北市新店區僑信路55號 	2215-6700	共食	121.4994608	24.94944236
917	豪鼎飯店(中興店)	餐廳	新北市新店區中興路三段5號1樓	8919-9999	共食	121.545194	24.97752801
918	台灣小吃館	餐廳	新北市土城區仁愛路2號	2264-5902	共食	121.4600019	24.98120515
919	怡華(股)公司(青青餐廳)	餐廳	新北市土城區中央路3段6號	2269-1127	共食	121.43881	24.96969149
920	福緻餐廳(股)公司(大三元)	餐廳	新北市土城區青雲路152號5樓	2266-9922	共食	121.459012	24.98338628
921	卡多利西點麵包店	餐廳	新北市土城區延吉街230號	2270-0741	共食	121.4671804	24.98491301
922	兩支北方麵食館	餐廳	新北市土城區裕民路127號	2262-9888	共食	121.4513581	24.98656139
923	柒8番小吃店	餐廳	新北市土城區中央路2段78號	2266-2727	共食	121.4423419	24.97896627
924	新北市糕菲膳工坊	餐廳	新北市土城區廣興街71號	8967-4912	共食	121.4538045	24.99128759
925	饗饌火鍋店	餐廳	新北市土城區金城路1段131號	8273-3571	共食	121.4448777	24.97395908
926	甕大王甕仔雞有限公司	餐廳	新北市土城區金城路3段228號	2266-6418	共食	121.4709915	24.98971406
927	惠群西點麵包店	餐廳	新北市土城區水源街41號	2260-2865	共食	121.4406137	24.9757258
928	高明駿皇城泰緬小吃店	餐廳	新北市土城區員福街8號	2270-6000	共食	121.4417719	24.97858627
929	全國宴會館	餐廳	新北市土城區金城路1段66號	2273-5288	共食	121.4437963	24.97219091
930	脫線讚鬥雞	餐廳	新北市土城區青雲路318-1號	2262-9558	共食	121.4590908	24.97867979
931	春夏秋冬牛排火鍋	餐廳	新北市土城區中央路1段290號	2273-9696	共食	121.4433815	24.98242141
932	美味天然素食店	餐廳	新北市土城區中央路3段272號	2269-4608	共食	121.4268397	24.9638541
933	佑榮越南美食店	餐廳	新北市土城區中央路2段1號	2263-2988	共食	121.4431134	24.98086277
934	老杜麵店	餐廳	新北市土城區福仁街22號	2274-0161	共食	121.440027	24.9758151
935	正宗港式肥佬燒臘	餐廳	土城區清水路184號	8261-9292	共食	 	 
936	清水素食館	餐廳	土城區清水路183號	2266-1189	共食	 	 
937	南機場蚵仔麵食	餐廳	土城區學府路1段14號	2274-5697	共食	 	 
938	原野牛排館	餐廳	土城區中央路1段237號	8260-1960	共食	 	 
939	加賀日式料理	餐廳	土城區裕民路55巷1號	8262-0253	共食	 	 
940	合眾餐廳	餐廳	新北市土城區中央路2段278巷6-3號	2274-2061	共食	121.440597	24.97457201
941	川鼎排骨酥麵	餐廳	土城區中央路2段278巷7-2號	2270-8758	共食	 	 
942	A+尚品烘焙坊(中山店)	餐廳	新北市蘆洲區中山二路46巷15號	2283-9641	共食	121.4745382	25.08234629
943	A+尚品烘焙坊(復興店)	餐廳	新北市蘆洲區復興路109-1號	8286-6735	共食	121.477013	25.08787255
944	A+尚品烘焙坊(中原店)	餐廳	新北市蘆洲區中原路12巷1號	8285-7333	共食	121.4610625	25.0835493
945	A+尚品烘焙坊(民族店)	餐廳	新北市蘆洲區民族路504號	8285-9555	共食	121.4694499	25.0903521
946	小老闆魷魚羹	餐廳	新北市蘆洲區長安街303號	0920-988-342	共食	121.4578964	25.0849886
947	小林紅油抄手	餐廳	新北市蘆洲區民族路353號	8286-1007	共食	121.4721721	25.09177322
948	大佳原汁牛肉麵	餐廳	新北市蘆洲區民族路132號	8282-2869	共食	121.4791471	25.08570452
949	阿六切仔麵	餐廳	新北市蘆洲區三民路583號	2283-2027	共食	121.4616528	25.09280855
950	阿郎切仔麵	餐廳	新北市蘆洲區復興路30-1號	8286-3366	共食	121.4722708	25.08528699
951	義大利62號	餐廳	新北市蘆洲區忠孝路62號	8281-2530	共食	121.4716246	25.08503642
952	珍鮮快炒店	餐廳	新北市蘆洲區中正路185巷1號	2289-7709	共食	121.4684903	25.0855448
953	幸福有緣人蔬食料理	餐廳	新北市蘆洲區中山二路45巷5號	2847-5098	共食	121.4741905	25.08168967
954	鵝媽媽鵝肉小吃店	餐廳	新北市蘆洲區中山二路16-1號	0928-555-232	共食	121.4752625	25.08195026
955	呷尚寶-蘆洲長興店	餐廳	新北市蘆洲區中正路185巷98號1樓	8283-8378	共食	121.4650552	25.0837247
956	瑪娜歐式手工麵包	餐廳	新北市蘆洲區復興路52號	2285-0099	共食	121.4728851	25.08543074
957	1982食巢義大利麵	餐廳	新北市蘆洲區長榮路148號	2848-3669	共食	121.4613292	25.08480705
958	Olivia 奧莉維亞主題餐館	餐廳	新北市蘆洲區長榮路675號	8281-3030	共食	121.4601537	25.09199726
959	三媽臭臭鍋	餐廳	新北市蘆洲區民族路107號	8285-0918	共食	121.4796892	25.08673504
960	仁華早餐吧	餐廳	新北市蘆洲區得勝街2號	8285-2774	共食	121.4744972	25.08412853
961	日日香牛肉麵	餐廳	新北市蘆洲區民權路109號	2282-3676	共食	121.4725133	25.0892946
962	木根麵線	餐廳	新北市蘆洲區中原路4號	0932-221-548	共食	121.4614479	25.08342688
963	吉得堡早餐店	餐廳	新北市蘆洲區正和街60號	0989-487-399	共食	121.4688585	25.08139822
964	好消息知高飯	餐廳	新北市蘆洲區集賢路269巷3號	2848-6505	共食	121.481666	25.08367033
965	阿敏切仔麵	餐廳	新北市蘆洲區民族路157號	2826-7958	共食	121.4794033	25.08806647
966	長發切仔麵	餐廳	新北市蘆洲區中央路93號	0912-858-186	共食	121.472795	25.08416082
967	宜蘭阿規牛肉麵	餐廳	新北市蘆洲區長安街102巷5弄12號	2848-1575	共食	121.4615559	25.08191899
968	家常大滷麵	餐廳	新北市蘆洲區民義街26號1樓	2847-4855	共食	121.4715801	25.08866761
969	熊記	餐廳	新北市蘆洲區長安街41號	2848-7867	共食	121.463477	25.0794242
970	鴨霸切仔麵	餐廳	新北市蘆洲區三民路175號	0922-086-125	共食	121.4709287	25.08722548
971	徐家堡食品有限公司	餐廳	新北市樹林區保安街1段329號	2675-3299	共食	121.4183298	24.99775214
972	一品香海鮮餐廳	餐廳	新北市樹林區俊英街29-1號	2687-4558*9	共食	121.4282271	25.00316997
973	雙岩龍鳳城餐廳	餐廳	新北市樹林區中正路278號	2688-9571 	共食	121.4165302	25.00837234
974	食在自然	餐廳	新北市樹林區大雅路391號	0931-105348	共食	121.378672	24.94988347
975	128快炒海產	餐廳	新北市鶯歌區中正三路215號	2678-8034	共食	121.3351856	24.93914022
976	阿亮自助餐	餐廳	新北市鶯歌區尖山路36號1樓	2679-4150	共食	121.3511253	24.95030669
977	超便宜啤酒屋	餐廳	新北市鶯歌區鶯桃路456號	2679-8383	共食	121.3326511	24.96520105
978	小林鐵板燒	餐廳	新北市鶯歌區鶯桃路158號	2679-2508	共食	121.3374721	24.95519325
979	喜徠珍古井餐廳	餐廳	新北市三峽區中山路40號	8671-1798	共食	121.3681088	24.93441295
980	海霸船海鮮日本料理	餐廳	新北市三峽區中山路323號	8674-1234	共食	121.3605926	24.9377343
981	牛車水鐵板燒	餐廳	新北市三峽區介壽路1段50號A棟	2671-3823	共食	121.375596	24.93207882
982	龍水魚餐廳	餐廳	新北市三峽區復興路233號	8674-3178	共食	121.368554	24.93867733
983	金帝王婚宴會館	餐廳	新北市三峽區正義街11-3號	2673-3333	共食	121.3700002	24.91995058
984	貴族世家牛排北大店	餐廳	新北市三峽區復興路255-1號	2671-5039	共食	121.3672017	24.93877331
985	澄食	餐廳	新北市三峽區學成路3-1號	2673-2806	共食	121.3784403	24.94478407
986	蔚藍食府	餐廳	新北市三峽區三樹路302號	2673-3975	共食	121.3808869	24.94368922
987	東村餐飲店	餐廳	新北市三峽區溪東路275號	8676-3207	共食	121.4089025	24.93155253
988	皇后鎮森林	餐廳	新北市三峽區竹崙路95巷1號	2668-2591	共食	121.4335153	24.91783312
989	福德莊土雞城	餐廳	新北市三峽區紫微路39號	2672-6577	共食	121.4145538	24.91672462
990	梅香飲食店	餐廳	新北市三峽區成福路277號	2672-6943	共食	121.4284844	24.92353542
991	山中奇雞小吃店	餐廳	新北市三峽區插角25號	2672-0147	共食	121.4044628	24.87270528
992	樂源仙境土雞城	餐廳	新北市三峽區插角81-1號	2672-0396	共食	121.4062448	24.87074994
993	大板根森林溫泉渡假村	餐廳	新北市三峽區插角80號	2674-9228	共食	121.4073123	24.87088681
994	花岩山林	餐廳	新北市三峽區有木104-1號	2674-9618	共食	121.4364031	24.86298936
995	溪畔-千戶傳奇	餐廳	新北市三峽區有木154-3號	2672-0748	共食	121.450068	24.84407154
996	有木餐廳	餐廳	新北市三峽區有木205號	2672-0357	共食	121.4389613	24.85169593
997	香港站牛肉麵	餐廳	新北市三峽區國學街12號	 0987-228-338	共食	121.3735479	24.94172923
998	寬心園精緻蔬食料理-淡水中正店	餐廳	新北市淡水區中正路183號2樓	2626-1712	共食	121.4383726	25.17130414
999	舵頭欣宴蔬食料理	餐廳	新北市淡水區中山北路一段174 號	2626-8232	共食	121.4446567	25.17864004
1000	啾啾餐飲店	餐廳	新北市瑞芳區三爪子坑路明享新村12號	2497-2175	共食	121.810242	25.10664012
1001	礦工食堂	餐廳	新北市瑞芳區金光路8-1號	2496-1820	共食	121.8477678	25.11193292
1002	金水茶坊	餐廳	新北市瑞芳區金光路49號	2496-2943	共食	121.8556636	25.1076832
1003	礦山小冰館	餐廳	新北市瑞芳區金光路8-1號(戶外車庫)	2496-2943	共食	121.8477678	25.11193292
1004	煉金文創咖啡	餐廳	新北市瑞芳區金光路55號	2496-1638	共食	121.8554125	25.1076823
1005	山頂豆花	餐廳	新北市瑞芳區金光路8號	0935-632-082	共食	121.8477678	25.11193292
1006	東大餐廳	餐廳	新北市五股區工商路55號	2292-7203	共食	121.4391565	25.08427252
1007	菘賓餐廳	餐廳	新北市五股區成泰路二段183號之12	2292-4268	共食	121.4387439	25.0872059
1008	海口味餐廳	餐廳	新北市五股區成泰路二段192號 	2293-5580	共食	121.4388384	25.08486386
1009	四海遊龍明志店	餐廳	新北市泰山區明志路三段88號	2901-8188	共食	121.4249068	25.04145479
1010	悅湘園小館	餐廳	新北市泰山區明志路三段513號 	2902-6989	共食	121.4211644	25.0320309
1011	泰香便當店	餐廳	新北市泰山區明志路2段369號1樓	2903-0999	共食	121.4252646	25.04405476
1012	上介贊燒鴨莊	餐廳	新北市泰山區明志路1段25號	2909-2796	共食	121.4337047	25.06567771
1013	台灣山豬城	餐廳	新北市林口區下福里2鄰15號	2606-1117	共食	121.3039919	25.10934537
1014	早餐優選-中正店	餐廳	新北市林口區中正路277號	8601-2252	共食	121.389948	25.07762088
1015	蔡家排骨飯	餐廳	新北市林口區文化二路2段82號	8601-8200	共食	121.3787985	25.08108142
1016	龍鳳美而美林口中正店	餐廳	新北市林口區中正路327號	2601-3161	共食	121.3884752	25.07762429
1017	佳佳自助餐	餐廳	新北市林口區中正路30巷9號1樓	2602-0570	共食	121.3959063	25.07788591
1018	橙?手創烘焙坊	餐廳	新北市林口區麗園一街4巷2號1樓之4	2600-6200	共食	121.3764631	25.07078767
1019	亞美淇日式烘焙坊	餐廳	新北市林口區中正路51號	2603-6263	共食	121.3955123	25.07741754
1020	水甜食坊	餐廳	新北市林口區下福里147號	2606-1007	共食	121.3039919	25.10934537
1021	冶心	餐廳	新北市林口區文化二路241巷26號1樓	2608-7956	共食	121.3809032	25.08196186
1022	蛙咖啡	餐廳	新北市八里區龍米路一段100巷12號後棟之2	2618-7478	共食	121.4537891	25.12507381
1023	岸咖啡	餐廳	新北市八里區龍米路一段100巷23-1號	2618-7701	共食	121.4537797	25.12523654
1024	146巷弄CAF?	餐廳	新北市八里區龍米路二段146巷2號	2610-2888	共食	121.43771	25.15604999
1025	海堤筍餐廳	餐廳	新北市八里區觀海大道28號	8630-5688	共食	121.4294218	25.160334
1026	亞米小鎮	餐廳	新北市八里區觀海大道29號	2610-4560	共食	121.4299826	25.15989899
1027	經典餐廳	餐廳	新北市八里區觀海大道35號	8630-5177	共食	121.4294858	25.16053744
1028	BALI水岸四季景觀餐廳	餐廳	新北市八里區觀海大道39號	2619-5258	共食	121.4294924	25.16091961
1029	買堡MYBURGER	餐廳	新北市八里區觀海大道57號	2610-7474	共食	121.4279835	25.16164546
1030	花神咖啡	餐廳	新北市八里區觀海大道59號	8630-3033	共食	121.4278964	25.16161528
1031	芭達桑原住民主題餐廳	餐廳	新北市八里區觀海大道111號	2610-5300	共食	121.4255666	25.16177883
1032	左岸165咖啡	餐廳	新北市八里區博物館路165號	8630-3448	共食	121.4067216	25.15741539
1033	八里桃樂絲森林餐廳	餐廳	新北市八里區荖阡里6鄰34-5號	8630-3356	共食	121.403726	25.13358223
1034	八里帆船咖啡	餐廳	新北市八里區觀海大道93號	2610-1304	共食	121.4267525	25.16176124
1035	台北八里舞茶道	餐廳	新北市八里區中山路2段472號	2619-2825	共食	121.3988096	25.14720596
1036	八仙大唐溫泉(八仙樂園)	餐廳	新北市八里區中山路3段112號	2610-5200	共食	121.3894258	25.14243475
1037	鷹之谷	餐廳	新北市五股區凌雲3段130號	2291-9221	共食	121.4381058	25.0830338
1038	耶霖麵包店	餐廳	新北市深坑區深坑街3巷7號1樓	2662-5280	共食	121.6167791	25.00254611
1039	Cafe’8蛋糕烘培專賣店  深坑店	餐廳	新北市深坑區北深三路225號	2664-0185	共食	121.6158786	25.00245483
1040	361小吃店	餐廳	新北市深坑區北深路一段361號	2662-6109	共食	121.6224351	25.00485102
1041	笠林茶棧	餐廳	新北市石碇區石碇里石碇東街24號	2663-2500	共食	121.6603921	24.99091506
1042	美美餐廳	餐廳	新北市石碇區永定里蚯蚓坑11-6號	2663-1986	共食	121.6963475	25.00913031
1043	鐘媽媽小吃	餐廳	新北市坪林區坪林里坪林街32號	2665-6031	共食	121.7116666	24.93770596
1044	福長商號	餐廳	新北市坪林區坪林里坪林街18號	2665-6219	共食	121.7116666	24.93770596
1045	軒園茶行	餐廳	新北市坪林區水柳腳65號	2665-6823	共食	121.7100366	24.93561949
1046	德志茶園	餐廳	新北市坪林區北宜路八段235號	2665-6359	共食	121.7091321	24.93510346
1047	泰源茶商行	餐廳	新北市坪林區北宜路八段207號	2665-7292	共食	121.7085079	24.93469101
1048	十方茶舍	餐廳	新北市坪林區北宜路八段219號	2665-6309	共食	121.708757	24.93499907
1049	合歡茶宴風味餐廳	餐廳	新北市坪林區水聳淒坑28號	2665-7775~6	共食	121.7115373	24.93400086
1050	Romina歐式料理 	餐廳	新北市三芝區中興街一段27號	2636-2301	共食	121.4972109	25.25822892
1051	木屐寮小吃店 	餐廳	新北市三芝區圓山里木屐寮38號	2636-0061	共食	121.5292341	25.22614358
1052	蕃婆林小吃店	餐廳	新北市三芝區錫板里番婆林44 號	2636-2716	共食	121.4940467	25.23683825
1053	中葉小吃	餐廳	新北市石門區德茂里下員坑30號	2636-2990	共食	121.5201177	25.28291441
1054	原味小吃	餐廳	新北市石門區尖鹿里中央路25-4號	2638-0768	共食	121.5678822	25.29350196
1055	英芳飯店	餐廳	新北市石門區中央路9號	2638-1023	共食	121.5658334	25.29155071
1056	??歇腳亭	餐廳	新北市金山區金美里中山路170號	2408-2585????? 	共食	121.6383659	25.22116802
1057	阿娥小吃	餐廳	新北市萬里區瑪鋉路185號	2492-1836(夜)	共食	121.690245	25.17867536
1058	太平洋翡翠灣城堡海鮮餐廳	餐廳	新北市萬里區翡翠路1-1號	2492-8080*6205	共食	121.6894795	25.17798241
1059	女皇餐廳	餐廳	新北市萬里區野柳里港東路163號	2492-2049	共食	121.690385	25.20406514
1060	萬哩便當	餐廳	新北市萬里區瑪鋉路129號之1	2492-7200	共食	121.6890047	25.17738409
1061	金湧泉SPA溫泉會館	餐廳	新北市萬里區萬里加投213-3號	2498-3588	共食	121.6429914	25.21618475
1062	野柳泊逸度假酒店	餐廳	新北市萬里區野柳里港東路162-2號	7703-5777	共食	121.690385	25.20406514
1063	河灣渡假村	餐廳	新北市平溪區十分村十分街273-1號	2495-8325	共食	121.7788931	25.04484049
1064	政達餐廳	餐廳	新北市平溪區新寮村月桃寮1號	2495-8593	共食	121.7381049	25.02660675
1065	阿桃越南小吃	餐廳	新北市雙溪區中華路42號	0989-242-731	共食	121.866002	25.0373754
1066	大眾餐廳	餐廳	新北市雙溪區中華路68號	2493-1194	共食	121.8659273	25.03812024
1067	鄉土情小吃店	餐廳	新北市貢寮區泮宮路6號	2494-2666	共食	121.9074506	25.01793962
1068	阿冠小吃	餐廳	新北市貢寮區仁里里仁和路196號	2490-3182	共食	121.9236675	25.05268408
1069	魚佳餚	餐廳	新北市貢寮區東興街36號	2499-2265	共食	121.9486957	25.01711923
1070	阿秋小吃	餐廳	新北市貢寮區仁和路27號	2490-1147	共食	121.9237668	25.05380064
1071	品逸屋咖啡 	餐廳	新北市貢寮區香蘭街3-3號	2499-1008	共食	121.9721702	25.02429594
1072	田媽媽海景咖啡簡餐	餐廳	新北市貢寮區東興街6-19號	2499-2073	共食	121.9506034	25.02013744
1073	九龍燒臘	餐廳	永和區大新街47號	8923-5671	共食	121.5135293	25.0084833
1074	2gether	餐廳	永和區保生路22巷12號	8231-6605	共食	121.5053913	25.0081589
1075	閑茗樓	餐廳	永和區福和路247號	2928-6557	共食	121.5159934	25.0073392
1076	小李蔥抓餅	餐廳	永和區福和路57巷11號	2924-0131	共食	121.5211075	25.0075518
1077	姜蔬菜大蛋餅	餐廳	永和區永貞路174號	0917-377-159	共食	121.5146746	25.0043596
1078	逸馨烘焙坊	餐廳	永和區福和路261號	2920-6833	共食	121.5157331	25.0073345
1079	嘉味軒精緻快餐	餐廳	永和區永和路2段314號	2928-1980	共食	121.5142183	25.0161799
1080	紅將軍茶業	餐廳	永和區四維街73號	8941-1383	共食	121.5231182	24.9980351
1081	北方牛肉麵	餐廳	永和區永貞路141號	8660-5128	共食	121.5141843	25.0040136
1082	阿倫蛋包飯	餐廳	永和區竹林路25巷1號	8925-0709	共食	121.5141843	25.0040136
1083	南北雞排	餐廳	永和區秀朗路1段170號	0958-970-543	共食	121.5163949	25.0032454
1084	賴媽媽早餐店	餐廳	永和區仁愛路205巷1號	2927-1319	共食	121.5077753	25.0123431
1085	朋派早午餐	餐廳	永和區博愛街30號	8925-0496	共食	121.5164715	25.0157494
1086	七嘴八舌滷味	餐廳	永和區民光街2號	0921-692-591	共食	121.5130033	24.9963948
1087	台灣第一味	餐廳	永和區永元路95巷1號	2920-1989	共食	121.5199453	25.0002733
1088	PK複合式茶坊	餐廳	永和區保平路18巷8號	0916-751-477	共食	121.5106756	25.0076811
1089	嘉家廚房	餐廳	永和區永貞路168號	2925-9772	共食	121.514719	25.0044059
1090	愛你呦 心靈客棧	餐廳	永和區仁愛路220號	2231-3038	共食	121.5066633	25.01213
1091	福璟咖啡(永和)	餐廳	永和區保平路205號	2921-2229	共食	121.5065863	25.0049321
1092	北港香菇肉羹	餐廳	永和區自由街74號	2232-8283	共食	121.5110643	25.005372
1093	海爺四號乾麵店	餐廳	永和區秀朗路1段102號	2231-5196	共食	121.5144213	25.0040476
1094	囍咖啡永和店	餐廳	永和區中正路286巷7號	2945-6618	共食	121.5152629	24.9987287
1095	櫻壽司	餐廳	永和區得和路176號	2945-9668	共食	121.5175493	25.0000232
1096	光頭奶吧	餐廳	永和區秀朗路一段182號	2923-7567	共食	121.5167187	25.0031325
1097	轉角12號 	餐廳	永和區文化路9巷12號	2922-0887	共食	121.5130075	25.0147925
